"Database","Connectivity From","Connectivity To","Projection Strength","Organism","Notes","Reference","e_uid","database","con_from","con_to","projection_strength","species","notes","reference","link","con_from_abb","con_to_abb","nifid","ref_link"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=1694&aff=810"" class=""external"" target=""_blank"">BAMS</a>","Bed nuclei of the stria terminalis, anterior division, subcommisural zone","Pyramus sublobule b","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=12836178"" class=""external"" target=""_blank"">Dong H-W & Swanson L.W.: Organization of axonal projections from the anterolateral area of the bed nuclei of the stria terminalis. In J Comp Neurol</a>","1694810not presentDong H-W & Swanson L.W.: Organization of axonal projections from the anterolateral area of the bed nuclei of the stria terminalis. In J Comp NeurolPHALPyramus sublobule b","BAMS","Bed nuclei of the stria terminalis, anterior division, subcommisural zone","Pyramus sublobule b","not detected","Rat","Technique: PHAL","Dong H-W & Swanson L.W.: Organization of axonal projections from the anterolateral area of the bed nuclei of the stria terminalis. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=1694&aff=810","BSTsc","PYRb","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=12836178"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=780&aff=112"" class=""external"" target=""_blank"">BAMS</a>","Endopiriform nucleus ventral part","Bed nuclei of the stria terminalis anterior division dorsomedial nucleus","weak","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=11750933"" class=""external"" target=""_blank"">Dong H., Petrovich G.D., Swanson L.W.: Topography of projections from amygdala to bed nuclei of the stria terminalis. In Brain Res Brain Res Rev</a>","780112lightDong H., Petrovich G.D., Swanson L.W.: Topography of projections from amygdala to bed nuclei of the stria terminalis. In Brain Res Brain Res RevPHALBed nuclei of the stria terminalis anterior division dorsomedial nucleus","BAMS","Endopiriform nucleus ventral part","Bed nuclei of the stria terminalis anterior division dorsomedial nucleus","weak","Rat","Technique: PHAL","Dong H., Petrovich G.D., Swanson L.W.: Topography of projections from amygdala to bed nuclei of the stria terminalis. In Brain Res Brain Res Rev","http://brancusi.usc.edu/connections/conef-det.php?eff=780&aff=112","EPv","BSTdm","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=11750933"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=292&aff=61"" class=""external"" target=""_blank"">BAMS</a>","Anterior hypothalamic central part","Interanteromedial nucleus of the thalamus","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=7814679"" class=""external"" target=""_blank"">Risold P.Y., Canteras N.S., Swanson L.W.: Organization of projections from the anterior hypothalamic nucleus: a Phaseolus vulgaris-leucoagglutinin study in the rat. In J Comp Neurol</a>","29261not presentRisold P.Y., Canteras N.S., Swanson L.W.: Organization of projections from the anterior hypothalamic nucleus: a Phaseolus vulgaris-leucoagglutinin study in the rat. In J Comp NeurolPHALInteranteromedial nucleus of the thalamus","BAMS","Anterior hypothalamic central part","Interanteromedial nucleus of the thalamus","not detected","Rat","Technique: PHAL","Risold P.Y., Canteras N.S., Swanson L.W.: Organization of projections from the anterior hypothalamic nucleus: a Phaseolus vulgaris-leucoagglutinin study in the rat. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=292&aff=61","AHNc","IAM","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=7814679"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=721&aff=74"" class=""external"" target=""_blank"">BAMS</a>","Subiculum ventral part","Parataenial nucleus","moderate","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=7685778"" class=""external"" target=""_blank"">Cullinan WE, Herman JP, Watson SJ.: Ventral subicular interaction with the hypothalamic paraventricular nucleus: evidence for a relay in the bed nucleus of the stria terminalis.. In J Comp Neurol</a>","72174moderateCullinan WE, Herman JP, Watson SJ.: Ventral subicular interaction with the hypothalamic paraventricular nucleus: evidence for a relay in the bed nucleus of the stria terminalis.. In J Comp NeurolPHALParataenial nucleus","BAMS","Subiculum ventral part","Parataenial nucleus","moderate","Rat","Technique: PHAL","Cullinan WE, Herman JP, Watson SJ.: Ventral subicular interaction with the hypothalamic paraventricular nucleus: evidence for a relay in the bed nucleus of the stria terminalis.. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=721&aff=74","SUBv","PT","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=7685778"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=308&aff=43"" class=""external"" target=""_blank"">BAMS</a>","Tuberomammillary nucleus","Entorhinal area","weak","Rat","Technique: fluorescent tracers","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=1719044"" class=""external"" target=""_blank"">Ericson H, Blomqvist A, Kohler C.: Origin of neuronal inputs to the region of the tuberomammillary nucleus of the rat brain.. In J Comp Neurol</a>","30843very lightEricson H, Blomqvist A, Kohler C.: Origin of neuronal inputs to the region of the tuberomammillary nucleus of the rat brain.. In J Comp Neurolfluorescent tracersEntorhinal area","BAMS","Tuberomammillary nucleus","Entorhinal area","weak","Rat","Technique: fluorescent tracers","Ericson H, Blomqvist A, Kohler C.: Origin of neuronal inputs to the region of the tuberomammillary nucleus of the rat brain.. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=308&aff=43","TM","ENT","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=1719044"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=392&aff=645"" class=""external"" target=""_blank"">BAMS</a>","Lateral septal nucleus rostral (rostroventral) part dorsolateral zone","Anterior olfactory nucleus external part pyramidal layer","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=9385454"" class=""external"" target=""_blank"">Risold P.Y., Swanson L.W.: Connections of the lateral septal complex. In Brain Res Brain Res Rev</a>","392645not presentRisold P.Y., Swanson L.W.: Connections of the lateral septal complex. In Brain Res Brain Res RevPHALAnterior olfactory nucleus external part pyramidal layer","BAMS","Lateral septal nucleus rostral (rostroventral) part dorsolateral zone","Anterior olfactory nucleus external part pyramidal layer","not detected","Rat","Technique: PHAL","Risold P.Y., Swanson L.W.: Connections of the lateral septal complex. In Brain Res Brain Res Rev","http://brancusi.usc.edu/connections/conef-det.php?eff=392&aff=645","LSr.dl","AONe2","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=9385454"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=384&aff=526"" class=""external"" target=""_blank"">BAMS</a>","Lateral septal nucleus rostral (rostroventral) part medial zone ventral region","Abducens nucleus proper","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=9385454"" class=""external"" target=""_blank"">Risold P.Y., Swanson L.W.: Connections of the lateral septal complex. In Brain Res Brain Res Rev</a>","384526not presentRisold P.Y., Swanson L.W.: Connections of the lateral septal complex. In Brain Res Brain Res RevPHALAbducens nucleus proper","BAMS","Lateral septal nucleus rostral (rostroventral) part medial zone ventral region","Abducens nucleus proper","not detected","Rat","Technique: PHAL","Risold P.Y., Swanson L.W.: Connections of the lateral septal complex. In Brain Res Brain Res Rev","http://brancusi.usc.edu/connections/conef-det.php?eff=384&aff=526","LSr.m.v","VI_p","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=9385454"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=296&aff=229"" class=""external"" target=""_blank"">BAMS</a>","Suprachiasmatic nucleus dorsomedial part","Suprachiasmatic preoptic nucleus","heavy","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=20863850"" class=""external"" target=""_blank"">Canteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res Rev</a>","296229very strongCanteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res RevPHALSuprachiasmatic preoptic nucleus","BAMS","Suprachiasmatic nucleus dorsomedial part","Suprachiasmatic preoptic nucleus","heavy","Rat","Technique: PHAL","Canteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res Rev","http://brancusi.usc.edu/connections/conef-det.php?eff=296&aff=229","SCHd","PSCH","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=20863850"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=298&aff=283"" class=""external"" target=""_blank"">BAMS</a>","Subparaventricular zone","Medial preoptic nucleus medial part","moderate","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=20863850"" class=""external"" target=""_blank"">Canteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res Rev</a>","298283moderateCanteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res RevPHALMedial preoptic nucleus medial part","BAMS","Subparaventricular zone","Medial preoptic nucleus medial part","moderate","Rat","Technique: PHAL","Canteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res Rev","http://brancusi.usc.edu/connections/conef-det.php?eff=298&aff=283","SBPV","MPNm","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=20863850"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=787&aff=563"" class=""external"" target=""_blank"">BAMS</a>","Basomedial nucleus of the amygdala posterior part","Interfascicular nucleus raphe","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=8906507"" class=""external"" target=""_blank"">Petrovich GD, Risold PY, Swanson LW: Organization of projections from the basomedial nucleus of the amygdala: a PHAL study in the rat. In J Comp Neurol</a>","787563not presentPetrovich GD, Risold PY, Swanson LW: Organization of projections from the basomedial nucleus of the amygdala: a PHAL study in the rat. In J Comp NeurolPHALInterfascicular nucleus raphe","BAMS","Basomedial nucleus of the amygdala posterior part","Interfascicular nucleus raphe","not detected","Rat","Technique: PHAL","Petrovich GD, Risold PY, Swanson LW: Organization of projections from the basomedial nucleus of the amygdala: a PHAL study in the rat. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=787&aff=563","BMAp","IF","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=8906507"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=303&aff=635"" class=""external"" target=""_blank"">BAMS</a>","Ventromedial nucleus of the hypothalamus dorsomedial part","Primary auditory area","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=7814684"" class=""external"" target=""_blank"">Canteras N.S., Simerly R.B., Swanson L.W.: Organization of projections from the ventromedial nucleus of the hypothalamus: a Phaseolus vulgaris-leucoagglutinin study in the rat. In J Comp Neurol</a>","303635not presentCanteras N.S., Simerly R.B., Swanson L.W.: Organization of projections from the ventromedial nucleus of the hypothalamus: a Phaseolus vulgaris-leucoagglutinin study in the rat. In J Comp NeurolPHALPrimary auditory area","BAMS","Ventromedial nucleus of the hypothalamus dorsomedial part","Primary auditory area","not detected","Rat","Technique: PHAL","Canteras N.S., Simerly R.B., Swanson L.W.: Organization of projections from the ventromedial nucleus of the hypothalamus: a Phaseolus vulgaris-leucoagglutinin study in the rat. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=303&aff=635","VMHdm","AUDp","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=7814684"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=727&aff=314"" class=""external"" target=""_blank"">BAMS</a>","Field CA1","Dorsal premammillary nucleus","weak","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=16680763"" class=""external"" target=""_blank"">Cenquizca L.A & Swanson L.W.: An Analysis of direct hippocampal cortical field CA1 axonal projections to diencephalon in the rat. In J Comp Neurol</a>","727314very lightCenquizca L.A & Swanson L.W.: An Analysis of direct hippocampal cortical field CA1 axonal projections to diencephalon in the rat. In J Comp NeurolPHALDorsal premammillary nucleus","BAMS","Field CA1","Dorsal premammillary nucleus","weak","Rat","Technique: PHAL","Cenquizca L.A & Swanson L.W.: An Analysis of direct hippocampal cortical field CA1 axonal projections to diencephalon in the rat. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=727&aff=314","CA1","PMd","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=16680763"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=112&aff=509"" class=""external"" target=""_blank"">BAMS</a>","Bed nuclei of the stria terminalis anterior division dorsomedial nucleus","Parabrachial nucleus lateral division extreme lateral part","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=16304682"" class=""external"" target=""_blank"">Dong H. & Swanson L.W.: Projections from bed nuclei of the stria terminalis, dorsomedial nucleus: implications for cerebral hemipshere integration for neuroendocrine, autonomic and drinking responses. In J Comp Neurol</a>","112509not presentDong H. & Swanson L.W.: Projections from bed nuclei of the stria terminalis, dorsomedial nucleus: implications for cerebral hemipshere integration for neuroendocrine, autonomic and drinking responses. In J Comp NeurolPHALParabrachial nucleus lateral division extreme lateral part","BAMS","Bed nuclei of the stria terminalis anterior division dorsomedial nucleus","Parabrachial nucleus lateral division extreme lateral part","not detected","Rat","Technique: PHAL","Dong H. & Swanson L.W.: Projections from bed nuclei of the stria terminalis, dorsomedial nucleus: implications for cerebral hemipshere integration for neuroendocrine, autonomic and drinking responses. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=112&aff=509","BSTdm","PBlex","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=16304682"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=306&aff=692"" class=""external"" target=""_blank"">BAMS</a>","Ventral premammillary nucleus","Anterior laterolateral visual area","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=1430329"" class=""external"" target=""_blank"">Canteras N.S., Simerly R.B., Swanson L.W.: Projections of the ventral premammillary nucleus. In J Comp Neurol</a>","306692not presentCanteras N.S., Simerly R.B., Swanson L.W.: Projections of the ventral premammillary nucleus. In J Comp NeurolPHALAnterior laterolateral visual area","BAMS","Ventral premammillary nucleus","Anterior laterolateral visual area","not detected","Rat","Technique: PHAL","Canteras N.S., Simerly R.B., Swanson L.W.: Projections of the ventral premammillary nucleus. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=306&aff=692","PMv","VISlla","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=1430329"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=120&aff=826"" class=""external"" target=""_blank"">BAMS</a>","Bed nuclei of the stria terminalis posterior division transverse nucleus","Ansiform lobule crus 1 sublobule d","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=15022261"" class=""external"" target=""_blank"">Dong H.W., Swanson L.W.: Projections from bed nuclei of the stria terminalis, posterior division: implications for cerebral hemisphere regulation of defensive and reproductive behaviors.. In J Comp Neurol</a>","120826not presentDong H.W., Swanson L.W.: Projections from bed nuclei of the stria terminalis, posterior division: implications for cerebral hemisphere regulation of defensive and reproductive behaviors.. In J Comp NeurolPHALAnsiform lobule crus 1 sublobule d","BAMS","Bed nuclei of the stria terminalis posterior division transverse nucleus","Ansiform lobule crus 1 sublobule d","not detected","Rat","Technique: PHAL","Dong H.W., Swanson L.W.: Projections from bed nuclei of the stria terminalis, posterior division: implications for cerebral hemisphere regulation of defensive and reproductive behaviors.. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=120&aff=826","BSTtr","ANcr1-d","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=15022261"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=594&aff=850"" class=""external"" target=""_blank"">BAMS</a>","Pontine reticular nucleus caudal part","Pontine gray","weak","Rat","Technique: autoradiography","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=3192756"" class=""external"" target=""_blank"">Vertes RP, Martin GF.: Autoradiographic analysis of ascending projections from the pontine and mesencephalic reticular formation and the median raphe nucleus in the rat.. In J Comp Neurol</a>","594850lightVertes RP, Martin GF.: Autoradiographic analysis of ascending projections from the pontine and mesencephalic reticular formation and the median raphe nucleus in the rat.. In J Comp NeurolautoradiographyPontine gray","BAMS","Pontine reticular nucleus caudal part","Pontine gray","weak","Rat","Technique: autoradiography","Vertes RP, Martin GF.: Autoradiographic analysis of ascending projections from the pontine and mesencephalic reticular formation and the median raphe nucleus in the rat.. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=594&aff=850","PRNc","PG","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=3192756"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=118&aff=350"" class=""external"" target=""_blank"">BAMS</a>","Bed nuclei of the stria terminalis posterior division principal nucleus","Zona incerta proper","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=15022261"" class=""external"" target=""_blank"">Dong H.W., Swanson L.W.: Projections from bed nuclei of the stria terminalis, posterior division: implications for cerebral hemisphere regulation of defensive and reproductive behaviors.. In J Comp Neurol</a>","118350not presentDong H.W., Swanson L.W.: Projections from bed nuclei of the stria terminalis, posterior division: implications for cerebral hemisphere regulation of defensive and reproductive behaviors.. In J Comp NeurolPHALZona incerta proper","BAMS","Bed nuclei of the stria terminalis posterior division principal nucleus","Zona incerta proper","not detected","Rat","Technique: PHAL","Dong H.W., Swanson L.W.: Projections from bed nuclei of the stria terminalis, posterior division: implications for cerebral hemisphere regulation of defensive and reproductive behaviors.. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=118&aff=350","BSTpr","ZI","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=15022261"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=784&aff=122"" class=""external"" target=""_blank"">BAMS</a>","Basolateral nucleus of the amygdala posterior part","Bed nuclei of the stria terminalis posterior division dorsal nucleus","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=11750933"" class=""external"" target=""_blank"">Dong H., Petrovich G.D., Swanson L.W.: Topography of projections from amygdala to bed nuclei of the stria terminalis. In Brain Res Brain Res Rev</a>","784122not presentDong H., Petrovich G.D., Swanson L.W.: Topography of projections from amygdala to bed nuclei of the stria terminalis. In Brain Res Brain Res RevPHALBed nuclei of the stria terminalis posterior division dorsal nucleus","BAMS","Basolateral nucleus of the amygdala posterior part","Bed nuclei of the stria terminalis posterior division dorsal nucleus","not detected","Rat","Technique: PHAL","Dong H., Petrovich G.D., Swanson L.W.: Topography of projections from amygdala to bed nuclei of the stria terminalis. In Brain Res Brain Res Rev","http://brancusi.usc.edu/connections/conef-det.php?eff=784&aff=122","BLAp","BSTd","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=11750933"
